912	00
913	forest
914	finally
915	debut
916	teams
917	regular
918	notes
919	must
920	irish
921	includes
922	usually
923	stories
924	goals
925	shortly
926	provide
927	positive
928	network
929	canadian
930	report
931	minutes
932	l
933	agreed
934	runs
935	person
936	lack
937	films
938	sun
939	smaller
940	mounted
941	morning
942	feature
943	e
944	becoming
945	always
946	oldham
947	mostly
948	difficult
949	news
950	location
951	fact
952	education
953	students
954	pressure
955	positions
956	dead
957	60
958	movement
959	headquarters
960	board
961	private
962	primary
963	particular
964	culture
965	anti
966	voice
967	professional
968	peak
969	iii
970	score
971	earth
972	carried
973	1999
974	uk
975	square
976	problems
977	effects
978	defeat
979	china
980	word
981	shown
982	olivier
983	k
984	concert
985	companies
986	yet
987	surface
988	related
989	peter
990	musical
991	living
992	likely
993	appear
994	trade
995	ranked
996	nations
997	money
998	direct
999	cover
1000	contract
1001	1995
1002	quickly
1003	iron
1004	empire
1005	corps
1006	billboard
1007	traffic
1008	tons
1009	self
1010	referred
1011	leaving
1012	image
1013	entered
1014	below
1015	45
1016	territory
1017	ridge
1018	emperor
1019	books
1020	officers
1021	machine
1022	jewish
1023	got
1024	experience
1025	space
1026	numbers
1027	nature
1028	majority
1029	lyrics
1030	federal
1031	cyclone
1032	plans
1033	election
1034	associated
1035	personal
1036	status
1037	manila
1038	largely
1039	jack
1040	interest
1041	constructed
1042	complex
1043	commission
1044	airport
1045	tower
1046	suffered
1047	launched
1048	influence
1049	idea
1050	coach
1051	starting
1052	scenes
1053	minute
1054	inside
1055	f
1056	cathedral
1057	attacks
1058	attacked
1059	themselves
1060	services
1061	assigned
1062	ancient
1063	wall
1064	tv
1065	mass
1066	greatest
1067	asked
1068	turn
1069	studies
1070	natural
1071	conference
1072	collection
1073	makes
1074	la
1075	fans
1076	create
1077	science
1078	richard
1079	pre
1080	occurred
1081	greater
1082	governor
1083	contains
1084	1998
1085	u
1086	proposed
1087	pass
1088	longer
1089	increase
1090	forms
1091	defence
1092	deep
1093	current
1094	contemporary
1095	400
1096	whole
1097	wheeler
1098	listed
1099	schools
1100	saint
1101	room
1102	poor
1103	material
1104	birds
1105	security
1106	organization
1107	lived
1108	latin
1109	ending
1110	compared
1111	changed
1112	appears
1113	whether
1114	friend
1115	california
1116	buildings
1117	2016
1118	ocean
1119	know
1120	advance
1121	ran
1122	planned
1123	leave
1124	information
1125	immediately
1126	cm
1127	terms
1128	sixth
1129	removed
1130	officer
1131	health
1132	double
1133	deal
1134	artist
1135	things
1136	competition
1137	annual
1138	performances
1139	unable
1140	defense
1141	daughter
1142	theme
1143	selected
1144	rachel
1145	michigan
1146	wind
1147	traditional
1148	jin
1149	independent
1150	certain
1151	takes
1152	african
1153	80
1154	75
1155	variety
1156	valley
1157	tracks
1158	interview
1159	awarded
1160	something
1161	singles
1162	numerous
1163	individual
1164	episodes
1165	bill
1166	20th
1167	speed
1168	islands
1169	dark
1170	conducted
1171	via
1172	quarter
1173	issued
1174	hot
1175	course
1176	commented
1177	casualties
1178	trees
1179	management
1180	effect
1181	edge
1182	chief
1183	35
1184	true
1185	hospital
1186	giving
1187	covered
1188	combat
1189	republic
1190	presence
1191	figure
1192	daily
1193	committee
1194	raised
1195	brother
1196	attempted
1197	actor
1198	responsible
1199	really
1200	queen
1201	offered
1202	initial
1203	hour
1204	fell
1205	nearby
1206	gods
1207	fight
1208	earned
1209	done
1210	1993
1211	uses
1212	texas
1213	matches
1214	married
1215	impact
1216	combined
1217	albums
1218	your
1219	los
1220	here
1221	helped
1222	directly
1223	cause
1224	attempts
1225	300
1226	theatre
1227	northeast
1228	minister
1229	lady
1230	haifa
1231	begins
1232	1996
1233	taylor
1234	stevens
1235	source
1236	reach
1237	producer
1238	inspired
1239	heads
1240	fox
1241	composed
1242	1997
1243	xenon
1244	think
1245	green
1246	active
1247	writers
1248	rule
1249	offensive
1250	christmas
1251	chicago
1252	boats
1253	blood
1254	arts
1255	sports
1256	rights
1257	eye
1258	continue
1259	closed
1260	car
1261	38
1262	villa
1263	standard
1264	situation
1265	meant
1266	highly
1267	figures
1268	broadcast
1269	meaning
1270	historical
1271	strength
1272	resulted
1273	places
1274	higher
1275	al
1276	wing
1277	needed
1278	movie
1279	1991
1280	vocals
1281	twenty
1282	transport
1283	houses
1284	galveston
1285	assembly
1286	want
1287	metal
1288	hold
1289	fall
1290	conditions
1291	pop
1292	marked
1293	extended
1294	allowing
1295	ultimately
1296	residents
1297	recent
1298	rainfall
1299	meeting
1300	edition
1301	comedy
1302	clear
1303	audience
1304	super
1305	struck
1306	stating
1307	sides
1308	refused
1309	marriage
1310	historic
1311	carolina
1312	armed
1313	1994
1314	v
1315	subject
1316	singer
1317	pair
1318	heavily
1319	author
1320	approach
1321	academy
1322	personnel
1323	italian
1324	intensity
1325	hard
1326	el
1327	separate
1328	powerful
1329	levels
1330	genus
1331	cultural
1332	bodies
1333	allow
1334	alice
1335	rate
1336	need
1337	countries
1338	condoms
1339	burns
1340	stay
1341	slightly
1342	polish
1343	piano
1344	peaked
1345	declared
1346	coming
1347	bird
1348	70
1349	respectively
1350	reduced
1351	presented
1352	percent
1353	mile
1354	proteins
1355	northwest
1356	hands
1357	1992
1358	script
1359	monument
1360	look
1361	formation
1362	cost
1363	camp
1364	boy
1365	wounded
1366	prince
1367	completely
1368	artists
1369	appearances
1370	alongside
1371	activities
1372	1990
1373	toward
1374	themes
1375	means
1376	festival
1377	efforts
1378	castle
1379	call
1380	bowl
1381	activity
1382	widely
1383	specific
1384	mission
1385	liverpool
1386	girl
1387	distance
1388	copies
1389	continues
1390	chris
1391	alkan
1392	150
1393	washington
1394	virginia
1395	stop
1396	stadium
1397	reports
1398	nixon
1399	jackson
1400	expected
1401	9th
1402	transferred
1403	somerset
1404	looking
1405	issues
1406	inches
1407	faced
1408	concluded
1409	3rd
1410	1970
1411	safe
1412	rear
1413	reaction
1414	primarily
1415	pennsylvania
1416	foreign
1417	australians
1418	actually
1419	smith
1420	serious
1421	reign
1422	officials
1423	energy
1424	catholic
1425	busch
1426	tournament
1427	sister
1428	parents
1429	mosley
1430	job
1431	describes
1432	calling
1433	actions
1434	tradition
1435	spain
1436	ross
1437	revealed
1438	oil
1439	nuclear
1440	marine
1441	managed
1442	invasion
1443	broken
1444	bond
1445	bank
1446	attention
1447	1942
1448	words
1449	typically
1450	therefore
1451	sequence
1452	seasons
1453	resulting
1454	legal
1455	featuring
1456	defensive
1457	cell
1458	becomes
1459	beach
1460	baby
1461	accepted
1462	90
1463	says
1464	relief
1465	mainly
1466	finals
1467	effort
1468	designated
1469	practice
1470	medical
1471	mary
1472	landing
1473	korean
1474	imperial
1475	husband
1476	fowler
1477	direction
1478	scale
1479	quality
1480	mount
1481	minnesota
1482	miami
1483	hotel
1484	g
1485	fully
1486	flying
1487	description
1488	border
1489	boat
1490	angeles
1491	roles
1492	remain
1493	prevent
1494	poetry
1495	onto
1496	murder
1497	financial
1498	authority
1499	ability
1500	thick
1501	paris
1502	mr
1503	fiction
1504	spring
1505	showed
1506	scotland
1507	scoring
1508	portion
1509	plays
1510	observed
1511	meanwhile
1512	manchester
1513	follow
1514	entertainment
1515	33
1516	weather
1517	typhoon
1518	surrounding
1519	relatively
1520	meridian
1521	enemy
1522	elected
1523	branch
1524	aid
1525	acting
1526	account
1527	sources
1528	sir
1529	owned
1530	maximum
1531	losing
1532	israel
1533	independence
1534	increasing
1535	foot
1536	cities
1537	birth
1538	alone
1539	access
1540	wave
1541	vietnam
1542	sense
1543	russian
1544	champion
1545	1941
1546	paper
1547	influenced
1548	break
1549	beyoncé
1550	van
1551	soundtrack
1552	mountains
1553	j
1554	intelligence
1555	expressed
1556	conflict
1557	cannot
1558	baseball
1559	anderson
1560	represented
1561	produce
1562	n
1563	lord
1564	leader
1565	except
1566	critic
1567	churchill
1568	adopted
1569	36
1570	structures
1571	standing
1572	silver
1573	sets
1574	protein
1575	passing
1576	organized
1577	frank
1578	flooding
1579	drive
1580	dr
1581	bishop
1582	amount
1583	1986
1584	tried
1585	screen
1586	rugby
1587	mouth
1588	memorial
1589	inch
1590	homes
1591	freeway
1592	doing
1593	concept
1594	cadmium
1595	battery
1596	advantage
1597	32
1598	welsh
1599	soviet
1600	southeast
1601	sites
1602	richmond
1603	meet
1604	lives
1605	leg
1606	founded
1607	earliest
1608	channel
1609	authorities
1610	am
1611	1940
1612	trial
1613	tank
1614	sales
1615	potential
1616	peace
1617	newspaper
1618	le
1619	divided
1620	capture
1621	abandoned
1622	workers
1623	twice
1624	tree
1625	titles
1626	titled
1627	master
1628	dedicated
1629	dance
1630	basketball
1631	achieved
1632	1988
1633	visit
1634	returning
1635	prominent
1636	officially
1637	market
1638	keep
1639	floor
1640	filming
1641	currently
1642	affected
1643	write
1644	say
1645	mississippi
1646	engineer
1647	draw
1648	basis
1649	wood
1650	rose
1651	piece
1652	operated
1653	mentioned
1654	lane
1655	johnson
1656	individuals
1657	foundation
1658	core
1659	colony
1660	build
1661	attended
1662	39
1663	x
1664	weapons
1665	secret
1666	physical
1667	paid
1668	older
1669	letters
1670	historian
1671	equipment
1672	condom
1673	battalions
1674	avenue
1675	1960s
1676	turner
1677	pay
1678	orders
1679	killing
1680	fish
1681	edward
1682	domestic
1683	chapel
1684	[UNK]nown
1685	winter
1686	unlike
1687	singing
1688	shape
1689	proved
1690	opera
1691	kakapo
1692	hms
1693	economic
1694	consisted
1695	classic
1696	broke
1697	beyond
1698	begin
1699	analysis
1700	allied
1701	1980s
1702	townsend
1703	supporting
1704	senior
1705	rosebery
1706	roads
1707	reason
1708	lot
1709	jim
1710	focus
1711	executive
1712	dynasty
1713	digital
1714	cricket
1715	causing
1716	assault
1717	religion
1718	read
1719	rapidly
1720	protection
1721	notable
1722	multiple
1723	mogadishu
1724	grew
1725	fruit
1726	determined
1727	beat
1728	americans
1729	advanced
1730	47
1731	w
1732	student
1733	seconds
1734	reaching
1735	promoted
1736	nicole
1737	meyerbeer
1738	journey
1739	interchange
1740	images
1741	guest
1742	finkelstein
1743	disease
1744	claims
1745	believe
1746	walpole
1747	types
1748	treaty
1749	test
1750	tessa
1751	shiva
1752	settlement
1753	secretary
1754	projects
1755	possibly
1756	planet
1757	ottoman
1758	note
1759	heart
1760	entrance
1761	consecutive
1762	composition
1763	choice
1764	5th
1765	1985
1766	1970s
1767	1944
1768	yue
1769	suggests
1770	kilometres
1771	golden
1772	fired
1773	criticized
1774	ahead
1775	administration
1776	actors
1777	4th
1778	viewers
1779	sustained
1780	prime
1781	perfect
1782	nation
1783	link
1784	kept
1785	identified
1786	guard
1787	follows
1788	couple
1789	charge
1790	box
1791	archaeological
1792	alabama
1793	18th
1794	reference
1795	portuguese
1796	philippines
1797	laid
1798	gained
1799	draft
1800	contrast
1801	computer
1802	braathens
1803	animal
1804	sr
1805	rise
1806	results
1807	knowledge
1808	illinois
1809	growing
1810	buried
1811	walls
1812	thing
1813	subsequent
1814	sought
1815	secondary
1816	newly
1817	males
1818	literature
1819	letter
1820	data
1821	cases
1822	arms
1823	1964
1824	seems
1825	scott
1826	pieces
1827	kind
1828	jane
1829	fought
1830	debuted
1831	crown
1832	confirmed
1833	charts
1834	bring
1835	bbc
1836	attorney
1837	antimony
1838	animals
1839	yellow
1840	try
1841	task
1842	studios
1843	simply
1844	serve
1845	search
1846	province
1847	poems
1848	pitched
1849	olympic
1850	mill
1851	kg
1852	joseph
1853	chosen
1854	andrew
1855	1987
1856	passes
1857	landfall
1858	institute
1859	granted
1860	escape
1861	care
1862	ad
1863	zhou
1864	weekly
1865	visited
1866	underground
1867	supply
1868	regions
1869	nominated
1870	lieutenant
1871	injury
1872	importance
1873	filmed
1874	dvd
1875	dropped
1876	drama
1877	boston
1878	wooden
1879	vice
1880	steel
1881	setting
1882	railway
1883	publication
1884	policy
1885	perform
1886	moment
1887	fey
1888	famous
1889	creation
1890	containing
1891	campus
1892	bob
1893	beauty
1894	600
1895	1984
1896	1972
1897	ve
1898	varanasi
1899	tintin
1900	rare
1901	promotion
1902	poet
1903	necessary
1904	maintained
1905	increasingly
1906	growth
1907	evening
1908	crossing
1909	claim
1910	bass
1911	bad
1912	65
1913	1947
1914	waters
1915	travel
1916	sexual
1917	nesbitt
1918	hundred
1919	families
1920	eva
1921	asia
1922	website
1923	versions
1924	torres
1925	starts
1926	seventh
1927	odaenathus
1928	km2
1929	gulf
1930	fame
1931	controlled
1932	argued
1933	agreement
1934	actress
1935	37
1936	threat
1937	tanks
1938	sarnia
1939	request
1940	rejected
1941	planning
1942	lands
1943	dumont
1944	cap
1945	1989
1946	1969
1947	1960
1948	writes
1949	temperature
1950	technology
1951	straight
1952	retired
1953	property
1954	model
1955	lock
1956	hair
1957	females
1958	extensive
1959	explained
1960	bc
1961	weight
1962	represent
1963	rain
1964	pine
1965	painting
1966	losses
1967	gives
1968	unique
1969	systems
1970	severe
1971	risk
1972	peninsula
1973	oxford
1974	1990s
1975	weakened
1976	touchdown
1977	theory
1978	scottish
1979	scheduled
1980	reserve
1981	recently
1982	nothing
1983	jupiter
1984	italy
1985	height
1986	fly
1987	feel
1988	failure
1989	employed
1990	connected
1991	color
1992	avoid
1993	transportation
1994	torpedo
1995	stand
1996	solo
1997	selling
1998	ray
1999	plant
2000	perhaps
2001	omaha
2002	neither
2003	matter
2004	ideas
2005	horses
2006	herself
2007	helms
2008	entirely
2009	ends
2010	content
2011	commonly
2012	comes
2013	wilhelm
2014	why
2015	volume
2016	value
2017	treatment
2018	transfer
2019	spread
2020	share
2021	roughly
2022	participated
2023	join
2024	greek
2025	fantasy
2026	facilities
2027	eyes
2028	develop
2029	dated
2030	creating
2031	contributed
2032	contained
2033	zone
2034	worldwide
2035	vocal
2036	urban
2037	tom
2038	southwest
2039	significantly
2040	save
2041	regarded
2042	perón
2043	opposed
2044	offer
2045	let
2046	du
2047	colonel
2048	chose
2049	ceres
2050	armor
2051	64
2052	1981
2053	youth
2054	victoria
2055	ring
2056	playstation
2057	phase
2058	mike
2059	kill
2060	innis
2061	hope
2062	gordon
2063	economy
2064	colonial
2065	angle
2066	adult
2067	6th
2068	34
2069	williams
2070	visual
2071	slowly
2072	shell
2073	shaped
2074	serving
2075	sector
2076	rome
2077	revolution
2078	popularity
2079	pitcher
2080	lester
2081	innings
2082	generation
2083	frequently
2084	finding
2085	crowd
2086	criticism
2087	cited
2088	cardiff
2089	baltimore
2090	aspects
2091	aired
2092	turning
2093	supplies
2094	successfully
2095	stations
2096	slow
2097	sign
2098	recognized
2099	powers
2100	outer
2101	occupied
2102	mccall
2103	marines
2104	ice
2105	experienced
2106	egyptian
2107	cold
2108	1918
2109	truth
2110	rihanna
2111	rating
2112	purchased
2113	massive
2114	hamels
2115	finds
2116	die
2117	depth
2118	declined
2119	deaths
2120	briefly
2121	breeding
2122	technique
2123	sport
2124	sex
2125	raaf
2126	prepared
2127	literary
2128	library
2129	interior
2130	gradually
2131	effective
2132	dates
2133	croatia
2134	commonwealth
2135	coastal
2136	bottom
2137	1968
2138	1943
2139	widespread
2140	turns
2141	stages
2142	philadelphia
2143	occur
2144	haven
2145	expanded
2146	doctor
2147	djedkare
2148	deities
2149	degree
2150	concrete
2151	commissioned
2152	collected
2153	caught
2154	brothers
2155	bar
2156	51
2157	1965
2158	transit
2159	regarding
2160	pattern
2161	nor
2162	incident
2163	engine
2164	engaged
2165	dutch
2166	cells
2167	additionally
2168	42
2169	1939
2170	violence
2171	tell
2172	stopped
2173	stones
2174	responded
2175	oldest
2176	moon
2177	gain
2178	drawn
2179	crazy
2180	bid
2181	arrival
2182	allows
2183	700
2184	49
2185	48
2186	1950
2187	17th
2188	steve
2189	simple
2190	semi
2191	rules
2192	problem
2193	premier
2194	medieval
2195	industrial
2196	improved
2197	heard
2198	gas
2199	gameplay
2200	flow
2201	enter
2202	decades
2203	athletes
2204	applewhite
2205	appeal
2206	800
2207	1914
2208	survey
2209	streets
2210	seat
2211	routes
2212	reasons
2213	pilot
2214	nba
2215	motion
2216	joint
2217	focused
2218	drew
2219	display
2220	developing
2221	converted
2222	contain
2223	canal
2224	anything
2225	andy
2226	93
2227	1950s
2228	1946
2229	wwe
2230	wins
2231	text
2232	politics
2233	learned
2234	introduction
2235	holding
2236	headed
2237	glass
2238	fellow
2239	details
2240	decline
2241	contact
2242	classified
2243	centuries
2244	barrow
2245	assistant
2246	agent
2247	1971
2248	1930s
2249	steam
2250	slam
2251	settlers
2252	receiving
2253	producers
2254	permanent
2255	palace
2256	martin
2257	fields
2258	falls
2259	extra
2260	existing
2261	eighth
2262	divisions
2263	delivered
2264	churches
2265	championships
2266	begun
2267	anonymous
2268	adding
2269	adapted
2270	1980
2271	surviving
2272	sculpture
2273	regional
2274	performing
2275	path
2276	p
2277	negative
2278	lewis
2279	finish
2280	fan
2281	dominated
2282	capable
2283	billion
2284	basin
2285	1975
2286	12th
2287	wild
2288	vehicles
2289	usa
2290	train
2291	speaking
2292	sections
2293	protect
2294	missing
2295	lasted
2296	hits
2297	dry
2298	downtown
2299	discovery
2300	decade
2301	cougar
2302	condition
2303	comic
2304	budget
2305	boys
2306	article
2307	acres
2308	accompanied
2309	wrestling
2310	ways
2311	trying
2312	thirty
2313	similarly
2314	scholars
2315	safety
2316	rural
2317	rich
2318	paintings
2319	ode
2320	keats
2321	involvement
2322	honor
2323	congress
2324	charges
2325	chains
2326	carry
2327	younger
2328	viewed
2329	tells
2330	serves
2331	possibility
2332	pope
2333	mind
2334	mario
2335	justice
2336	humans
2337	hired
2338	habitat
2339	exit
2340	examples
2341	crossed
2342	combination
2343	characteristics
2344	bought
2345	academic
2346	1966
2347	triple
2348	trip
2349	survived
2350	quite
2351	normal
2352	host
2353	graves
2354	existence
2355	everything
2356	establishment
2357	egypt
2358	distribution
2359	colonies
2360	closely
2361	55
2362	44
2363	43
2364	1945
2365	1916
2366	technical
2367	sentence
2368	reviewers
2369	purpose
2370	provides
2371	leaders
2372	intersection
2373	crime
2374	consists
2375	attached
2376	ai
2377	abu
2378	1973
2379	1967
2380	1915
2381	vietnamese
2382	storyline
2383	speech
2384	snow
2385	shooting
2386	remix
2387	programs
2388	pagan
2389	opposition
2390	occasionally
2391	nathan
2392	mean
2393	joe
2394	facing
2395	enjoyed
2396	editor
2397	didn
2398	defined
2399	controversy
2400	continuing
2401	commanded
2402	1974
2403	walter
2404	utc
2405	ruled
2406	rolling
2407	reconnaissance
2408	railroad
2409	nucleus
2410	miss
2411	longest
2412	legacy
2413	lee
2414	landed
2415	items
2416	gully
2417	guide
2418	girls
2419	formula
2420	establish
2421	entering
2422	embassy
2423	element
2424	douglas
2425	consisting
2426	conservation
2427	chapter
2428	authors
2429	arab
2430	95
2431	41
2432	1978
2433	1952
2434	1930
2435	1919
2436	principal
2437	method
2438	locations
2439	leaves
2440	historians
2441	funding
2442	flank
2443	deployed
2444	counter
2445	chance
2446	block
2447	arthur
2448	applied
2449	1976
2450	wars
2451	von
2452	views
2453	un
2454	turkish
2455	thunderbirds
2456	renamed
2457	rail
2458	opportunity
2459	happy
2460	goes
2461	fuel
2462	folk
2463	dissipated
2464	describing
2465	challenge
2466	apart
2467	agency
2468	62
2469	theater
2470	populations
2471	moves
2472	louis
2473	lisa
2474	grade
2475	engineering
2476	cemetery
2477	calls
2478	butler
2479	brief
2480	boise
2481	bell
2482	1979
2483	1917
2484	120
2485	towns
2486	tomb
2487	thousands
2488	strike
2489	providing
2490	missions
2491	knew
2492	invited
2493	gallery
2494	filled
2495	fear
2496	distinct
2497	derived
2498	convection
2499	constitution
2500	charter
2501	category
2502	assistance
2503	1936
2504	succeeded
2505	store
2506	shared
2507	rescue
2508	replacement
2509	question
2510	protected
2511	progress
2512	picture
2513	knots
